name,quantity,continuous_traits,discrete_traits
424_2,1,4460,Cluster_2
425_1,1,4460,Cluster_2
426_2,1,4460,Cluster_2
427_2,1,4460,Cluster_2
428_1,1,4460,Cluster_2
429_1,1,4460,Cluster_2
431_2,1,4460,Cluster_2
432_1,1,4460,Cluster_2
434_1,1,4460,Cluster_2
436_2,1,4460,Cluster_2
437_1,1,4700,Cluster_2
438_2,1,4700,Cluster_2
439_1,1,4700,Cluster_2
440_1,1,4700,Cluster_2
441_1,1,4700,Cluster_2
442_1,1,4700,Cluster_2
443_1,1,4700,Cluster_2
444_2,1,4700,Cluster_2
445_1,1,4700,Cluster_2
446_1,1,4700,Cluster_2
448_1,1,4700,Cluster_2
449_1,1,4700,Cluster_2
450_1,1,4700,Cluster_2
451_2,1,4700,Cluster_2
452_1,1,4700,Cluster_2
453_1,1,4700,Cluster_2
454_1,1,5200,Cluster_4
455_1,1,5200,Cluster_4
456_1,1,5200,Cluster_4
457_2,1,5200,Cluster_4
458_2,1,5200,Cluster_4
459_2,1,5200,Cluster_4
460_1,1,5200,Cluster_4
461_1,1,5200,Cluster_4
462_2,1,5200,Cluster_4
464_2,1,5200,Cluster_4
465_1,1,5200,Cluster_4
466_2,1,5200,Cluster_4
467_1,1,5200,Cluster_4
468_2,1,5200,Cluster_4
469_1,1,5200,Cluster_4
470_1,1,5200,Cluster_4
471_1,1,5200,Cluster_4
472_2,1,5200,Cluster_4
473_2,1,5200,Cluster_4
474_2,1,5200,Cluster_4
475_1,1,5200,Cluster_4
478_1,1,5200,Cluster_4
479_1,1,5200,Cluster_4
480_2,1,4560,Cluster_4
482_2,1,4560,Cluster_4
483_1,1,4560,Cluster_4
484_2,1,4560,Cluster_4
485_2,1,4560,Cluster_4
486_2,1,4560,Cluster_4
487_2,1,4560,Cluster_4
488_1,1,4560,Cluster_2
489_2,1,4560,Cluster_4
490_2,1,4560,Cluster_4
491_2,1,4560,Cluster_4
492_1,1,4560,Cluster_4
493_2,1,4560,Cluster_4
495_2,1,4560,Cluster_4
497_2,1,4560,Cluster_4
498_2,1,4560,Cluster_4
499_1,1,4560,Cluster_4
500_1,1,4560,Cluster_4
