Wuhan/WH04/2020;China;H63
Australia/VIC01/2020;Oceania;H64
Germany/BavPat1/2020;Europe;H65
Hangzhou/HZ-1/2020;China;H1
Singapore/1/2020;other Asia;H66
England/02/2020;Europe;H67
Japan/AI-I-004/2020;Japan;H68
SouthKorea/KCDC03/2020;other Asia;H69
USA/WA1-A12/2020;North America;H50
USA/WA1-F6/2020;North America;H50
Hangzhou/HZCDC0001/2020;China;H1
Australia/NSW01/2020;Oceania;H63
Australia/QLD01/2020;Oceania;H70
Australia/QLD02/2020;Oceania;H71
Belgium/GHB-03021/2020;Europe;H63
Singapore/2/2020;other Asia;H72
Singapore/3/2020;other Asia;H6
USA/CA3/2020;North America;H73
USA/CA4/2020;North America;H73
USA/CA5/2020;North America;H74
France/IDF0515/2020;Europe;H75
France/IDF0626/2020;Europe;H76
Chongqing/YC01/2020;China;H77
Chongqing/ZX01/2020;China;H1
Yunnan/IVDC-YN-003/2020;China;H78
Chongqing/IVDC-CQ-001/2020;China;H6
Shandong/IVDC-SD-001/2020;China;H79
Sichuan/IVDC-SC-001/2020;China;H80
Jiangxi/IVDC-JX-002/2020;China;H81
Jiangsu/IVDC-JS-001/2020;China;H1
env/Wuhan/IVDC-HBF13-20/2020;China;H1
env/Wuhan/IVDC-HBF13-21/2020;China;H82
Japan/TY-WK-012/2020;Japan;H83
Japan/TY-WK-501/2020;Japan;H84
Japan/TY-WK-521/2020;Japan;H85
Vietnam/VR03-38142/2020;other Asia;H86
Japan/KY-V-029/2020;Japan;H87
USA/WI1/2020;North America;H58
Australia/NSW02/2020;Oceania;H88
Australia/NSW03/2020;Oceania;H89
USA/CA6/2020;North America;H1
USA/IL2/2020;North America;H90
Taiwan/NTU02/2020;other Asia;H91
Nepal/61/2020;other Asia;H92
France/RA739/2020;Europe;H1
Japan/NA-20-05-1/2020;Japan;H1
Japan/OS-20-07-1/2020;Japan;H1
Singapore/4/2020;other Asia;H93
Singapore/5/2020;other Asia;H94
Singapore/6/2020;other Asia;H72
Italy/INMI1-cs/2020;Europe;H95
Singapore/7/2020;other Asia;H96
Singapore/8/2020;other Asia;H97
Singapore/9/2020;other Asia;H94
Singapore/10/2020;other Asia;H94
Australia/QLD03/2020;Oceania;H98
Australia/QLD04/2020;Oceania;H70
Singapore/11/2020;other Asia;H99
France/IDF0372-isl/2020;Europe;H61
France/IDF0515-isl/2020;Europe;H75
Fujian/8/2020;China;H50
Fujian/13/2020;China;H100
France/IDF0571/2020;Europe;H75
France/IDF0386-islP1/2020;Europe;H61
France/IDF0386-islP3/2020;Europe;H61
Cambodia/0012/2020;other Asia;H101
Taiwan/CGMH-CGU-01/2020;other Asia;H1
Taiwan/3/2020;other Asia;H63
Taiwan/4/2020;other Asia;H1
SouthKorea/SNU01/2020;other Asia;H102
Jiangsu/JS01/2020;China;H103
Sweden/01/2020;Europe;H104
Jiangsu/JS02/2020;China;H105
Jiangsu/JS03/2020;China;H1
USA/CA7/2020;North America;H70
USA/CA8/2020;North America;H106
USA/TX1/2020;North America;H107
China/WH-09/2020;China;H108
HongKong/VB20024950/2020;other Asia;H109
HongKong/VB20026565/2020;other Asia;H6
Jingzhou/HBCDC-HB-01/2020;China;H110
SouthKorea/KCDC05/2020;other Asia;H111
SouthKorea/KCDC06/2020;other Asia;H69
SouthKorea/KCDC07/2020;other Asia;H112
SouthKorea/KCDC12/2020;other Asia;H1
SouthKorea/KCDC24/2020;other Asia;H113
Wuhan/HBCDC-HB-02/2019;China;H106
Wuhan/HBCDC-HB-03/2019;China;H1
China/IQTC01/2020;China;H56
China/IQTC02/2020;China;H114
Japan/Hu_DP_Kng_19-020/2020;DP;H6
Japan/Hu_DP_Kng_19-027/2020;DP;H17
Italy/SPL1/2020;Europe;H95
Wuhan/HBCDC-HB-02/2020;China;H115
Wuhan/HBCDC-HB-03/2020;China;H63
Wuhan/HBCDC-HB-04/2020;China;H116
Wuhan/HBCDC-HB-06/2020;China;H117
Canada/ON-PHL2445/2020;North America;H118
Canada/ON-VIDO-01/2020;North America;H119
SouthKorea/KUMC01/2020;other Asia;H120
SouthKorea/KUMC02/2020;other Asia;H121
Anhui/SZ005/2020;China;H122
Beijing/105/2020;China;H69
Beijing/231/2020;China;H69
Beijing/233/2020;China;H123
Beijing/235/2020;China;H69
India/1-27/2020;other Asia;H124
India/1-31/2020;other Asia;H125
USA/CruiseA-1/2020;CruiseA;H126
USA/CruiseA-2/2020;CruiseA;H127
USA/CruiseA-3/2020;CruiseA;H1
USA/CruiseA-7/2020;CruiseA;H128
USA/CruiseA-8/2020;CruiseA;H129
USA/CruiseA-9/2020;CruiseA;H1
USA/CruiseA-10/2020;CruiseA;H130
USA/CruiseA-11/2020;CruiseA;H131
USA/CruiseA-15/2020;CruiseA;H1
USA/CruiseA-16/2020;CruiseA;H1
China/WF0001/2020;China;H63
China/WF0002/2020;China;H132
China/WF0003/2020;China;H133
China/WF0004/2020;China;H132
Guangdong/2020XN4243-P0035/2020;China;H70
Guangdong/2020XN4475-P0042/2020;China;H134
Guangdong/2020XN4448-P0002/2020;China;H135
Guangdong/GD2020080-P0010/2020;China;H136
Guangdong/GD2020087-P0008/2020;China;H137
Guangdong/GD2020246-P0028/2020;China;H56
USA/CruiseA-19/2020;CruiseA;H1
USA/CruiseA-25/2020;CruiseA;H6
Shanghai/SH01/2020;China;H138
Japan/TKYE6182/2020;Japan;H139
HongKong/VM20002493/2020;other Asia;H140
HongKong/VM20002507/2020;other Asia;H109
HongKong/VM20002582/2020;other Asia;H141
Shandong/LY003/2020;China;H142
Shandong/LY004/2020;China;H143
Shandong/LY005/2020;China;H143
Shandong/LY007/2020;China;H143
Shandong/LY008/2020;China;H143
Hangzhou/ZJU-01/2020;China;H144
Hangzhou/ZJU-05/2020;China;H1
Hangzhou/ZJU-02/2020;China;H63
Hangzhou/ZJU-03/2020;China;H145
Hangzhou/ZJU-04/2020;China;H1
Hangzhou/ZJU-06/2020;China;H146
Shanghai/SH0002/2020;China;H70
Shanghai/SH0003/2020;China;H70
Shanghai/SH0004/2020;China;H147
Shanghai/SH0007/2020;China;H148
Shanghai/SH0008/2020;China;H149
Shanghai/SH0009/2020;China;H150
Shanghai/SH0010/2020;China;H151
Shanghai/SH0012/2020;China;H152
Shanghai/SH0013/2020;China;H63
Shanghai/SH0021/2020;China;H153
Shanghai/SH0022/2020;China;H154
Shanghai/SH0023/2020;China;H154
Shanghai/SH0026/2020;China;H155
Shanghai/SH0027/2020;China;H156
Shanghai/SH0029/2020;China;H86
Shanghai/SH0030/2020;China;H157
Shanghai/SH0032/2020;China;H86
Shanghai/SH0043/2020;China;H63
Shanghai/SH0044/2020;China;H158
Shanghai/SH0053/2020;China;H159
Shanghai/SH0054/2020;China;H160
Shanghai/SH0055/2020;China;H56
Shanghai/SH0060/2020;China;H161
Shanghai/SH0070/2020;China;H162
Shanghai/SH0073/2020;China;H1
Shanghai/SH0074/2020;China;H46
Shanghai/SH0077/2020;China;H158
Shanghai/SH0079/2020;China;H86
Shanghai/SH0080/2020;China;H163
Shanghai/SH0094/2020;China;H164
Shanghai/SH0101/2020;China;H158
Shanghai/SH0102/2020;China;H158
Shanghai/SH0107/2020;China;H165
Shanghai/SH0109/2020;China;H166
Shanghai/SH0110/2020;China;H167
Shanghai/SH0114/2020;China;H168
Shanghai/SH0115/2020;China;H169
Shanghai/SH0117/2020;China;H170
Shanghai/SH0119/2020;China;H1
Shanghai/SH0121/2020;China;H171
Shanghai/SH0126/2020;China;H172
Australia/VIC03/2020;Oceania;H89
Australia/VIC07/2020;Oceania;H173
Hangzhou/ZJU-07/2020;China;H174
Vietnam/38142/2020;other Asia;H86
Vietnam/CM99/2020;other Asia;H175
Hangzhou/ZJU-08/2020;China;H50
Hangzhou/ZJU-09/2020;China;H176
Malaysia/MKAK-CL-2020-5045/2020;other Asia;H177
Malaysia/MKAK-CL-2020-5047/2020;other Asia;H72
Malaysia/MKAK-CL-2020-6430/2020;other Asia;H178
Malaysia/MKAK-CL-2020-7554/2020;other Asia;H179
Australia/NSW04/2020;Oceania;H180
HongKong/VB20017970/2020;other Asia;H181
HongKong/HKPU6_2101/2020;other Asia;H182
HongKong/HKPU28_3001/2020;other Asia;H89
HongKong/HKPU29_0102/2020;other Asia;H183
HongKong/HKPU30_2901/2020;other Asia;H183
HongKong/HKPU32_0402/2020;other Asia;H184
HongKong/HKPU34_3001/2020;other Asia;H185
Vietnam/19-02S/2020;other Asia;H186
Vietnam/19-01S/2020;other Asia;H186
Canada/ON_PHL4181/2020;North America;H118
Hangzhou/HZ48/2020;China;H1
Hangzhou/HZ49/2020;China;H1
Hangzhou/HZ60/2020;China;H1
Hangzhou/HZ79/2020;China;H1
Hangzhou/HZ90/2020;China;H1
Hangzhou/HZ91/2020;China;H1
Hangzhou/HZ162/2020;China;H1
Hangzhou/HZ178/2020;China;H1
Hangzhou/HZ185/2020;China;H1
Hangzhou/HZ477/2020;China;H1
Hangzhou/HZ481/2020;China;H1
Hangzhou/HZ551/2020;China;H1
Hangzhou/HZ576/2020;China;H1
Hangzhou/HZ638/2020;China;H1
HongKong/HKPU36-0702/2020;other Asia;H187
Hangzhou/ZJU-010/2020;China;H188
Hangzhou/ZJU-011/2020;China;H189
HongKong/HKPU39-3001/2020;other Asia;H183
HongKong/HKPU41-0802/2020;other Asia;H184
HongKong/HKPU48-0202/2020;other Asia;H190
HongKong/HKPU52-3101/2020;other Asia;H191
HongKong/HKPU63-1402/2020;other Asia;H192
HongKong/HKPU64-1202/2020;other Asia;H193
Japan/Hu_DP_Kng_19-031/2020;Japan;H194
Hangzhou/HZCDC0119/2020;China;H1
Hangzhou/HZCDC0091L/2020;China;H1
Hangzhou/HZCDC0090L/2020;China;H1
Hangzhou/HZCDC0049L/2020;China;H1
Hangzhou/HZCDC0048L/2020;China;H1
Hangzhou/HZCDC0048/2020;China;H1
Hangzhou/HZCDC0013/2020;China;H195
Hangzhou/HZCDC0012/2020;China;H195
Jiujiang/JX22/2020;China;H63
Nanchang/JX174/2020;China;H196
Shangrao/JX105/2020;China;H197
Shangrao/JX1948/2020;China;H63
Nanchang/JX177/2020;China;H198
Ganzhou/JX81/2020;China;H63
Nanchang/JX14/2020;China;H199
Shangrao/JX29/2020;China;H63
Nanchang/JX90/2020;China;H200
Nanchang/JX149/2020;China;H63
Nanchang/JX39/2020;China;H201
Xinyu/JX122/2020;China;H63
Shangrao/JX1177/2020;China;H202
Shangrao/JX1176/2020;China;H203
Pingxiang/JX5/2020;China;H81
Jian/JX129/2020;China;H204
Shangrao/JX1178/2020;China;H205
Jian/JX169/2020;China;H206
Shangrao/JX1215/2020;China;H48
Shangrao/JX1974/2020;China;H207
Pingxiang/JX151/2020;China;H208
Xinyu/JX124/2020;China;H209
Nanchang/JX176/2020;China;H210
Nanchang/JX155/2020;China;H211
Zhejiang/HZ103/2020;China;H212
Beijing/Wuhan_IME-BJ01/2020;China;H213
Beijing/Wuhan_IME-BJ02/2020;China;H69
Beijing/Wuhan_IME-BJ03/2020;China;H69
Beijing/Wuhan_IME-BJ04/2020;China;H214
Beijing/Wuhan_IME-BJ05/2020;China;H215
Beijing/Wuhan_IME-BJ07/2020;China;H216
Korea/KCDC2002/2020;other Asia;H217
Korea/KCDC2004/2020;other Asia;H1
Korea/KCDC2005/2020;other Asia;H1
Korea/KCDC2006/2020;other Asia;H218
Korea/KCDC2007/2020;other Asia;H1
Korea/KCDC2008/2020;other Asia;H219
Korea/KCDC2009/2020;other Asia;H219
Korea/KCDC2010/2020;other Asia;H220
Korea/KCDC2012/2020;other Asia;H221
Korea/KCDC2014/2020;other Asia;H222
Taiwan/TSGH-01/2020;other Asia;H223
Korea/KCDC2016/2020;other Asia;H224
Korea/KCDC2017/2020;other Asia;H225
Korea/KCDC2018/2020;other Asia;H69
Korea/KCDC2019/2020;other Asia;H226
Guangdong/20SF1107/2020;China;H227
Guangdong/20SF1152/2020;China;H228
Guangdong/20SF123/2020;China;H50
Guangdong/20SF2546/2020;China;H229
Guangdong/20SF4047/2020;China;H229
Guangdong/20SF602/2020;China;H89
Guangdong/20SF616/2020;China;H230
Guangdong/20SF629/2020;China;H231
Guangdong/20SF632/2020;China;H232
Guangdong/20SF665/2020;China;H1
Guangdong/20SF684/2020;China;H63
Guangdong/20SF685/2020;China;H63
Guangdong/20SF753/2020;China;H233
Guangdong/20SF758/2020;China;H234
Guangdong/20SF808/2020;China;H235
Guangdong/20SF812/2020;China;H236
Guangdong/20SF813/2020;China;H63
Taiwan/8/2020;other Asia;H237
Taiwan/5/2020;other Asia;H237
Guangzhou/GZMU0003/2020;China;H48
Guangzhou/GZMU0008/2020;China;H63
Guangzhou/GZMU0010/2020;China;H48
Guangzhou/GZMU0013/2020;China;H48
Guangzhou/GZMU0019/2020;China;H65
Guangzhou/GZMU0023/2020;China;H63
Guangzhou/GZMU0024/2020;China;H63
Guangzhou/GZMU0025/2020;China;H63
Guangzhou/GZMU0033/2020;China;H48
Guangzhou/GZMU0034/2020;China;H48
Guangzhou/GZMU0035/2020;China;H48
Guangzhou/GZMU0037/2020;China;H65
Guangzhou/GZMU0041/2020;China;H63
Guangzhou/GZMU0045/2020;China;H63
Guangzhou/GZMU0051/2020;China;H48
Guangzhou/GZMU0052/2020;China;H48
Guangzhou/GZMU0054/2020;China;H48
Guangzhou/GZMU0059/2020;China;H48
Guangzhou/GZMU0036/2020;China;H48
Guangzhou/GZMU0055/2020;China;H48
Lishui/LS111/2020;China;H146
Lishui/LS556/2020;China;H146
Lishui/LS557/2020;China;H63
Malaysia/IMR_WC085/2020;other Asia;H238
Malaysia/IMR_WC627/2020;other Asia;H179
Beijing/BJ287/2020;China;H216
Beijing/BJ752/2020;China;H239
Beijing/BJ288/2020;China;H216
Beijing/BJ492/2020;China;H240
Beijing/BJ53/2020;China;H241
Beijing/BJ54/2020;China;H241
Beijing/BJ252/2020;China;H241
Beijing/BJ710/2020;China;H242
Beijing/BJ782/2020;China;H239
Beijing/BJ251/2020;China;H241
Fujian/3520022Y/2020;China;H243
Wuhan/IVDC-HB-GX02/2019;China;H106
HongKong/HK20/2020;other Asia;H244
HongKong/HKU-902a/2020;other Asia;H181
HongKong/HKU-902b/2020;other Asia;H181
HongKong/HKU-903a/2020;other Asia;H245
HongKong/HKU-903b/2020;other Asia;H245
HongKong/HKU-907a/2020;other Asia;H134
HongKong/HKU-907b/2020;other Asia;H134
HongKong/HKU-908a/2020;other Asia;H246
HongKong/HKU-908b/2020;other Asia;H246
HongKong/HKU-001a/2020;other Asia;H247
UnitedArabEmirates/L4280/2020;other Asia;H248
UnitedArabEmirates/L5630/2020;other Asia;H249
Thailand/SI203285-NT/2020;other Asia;H250
Thailand/SI202205-NT/2020;other Asia;H251
Thailand/SI201712-NT/2020;other Asia;H252
Thailand/SI200615-NT/2020;other Asia;H253
Thailand/SI200478-NST/2020;other Asia;H254
Thailand/SI200468-NT/2020;other Asia;H255
Thailand/SI200433-NT/2020;other Asia;H1
Thailand/SI200383-NT/2020;other Asia;H256
Thailand/SI200040-NT/2020;other Asia;H1
Thailand/SI200893-NT/2020;other Asia;H257
